"#";"Group";"Subgroup";"Site";"Time";"Service flags";"Flow rate ES flags";"Heat ES flags";"Work time, s";"Time without flow rate measuring, s";"Time without heat measuring, s";"V+, m³";"V-, m³";"M+, t";"W, Gcal/h";"Work time for the interval, s";"Time without flow rate measuring for the interval, s";"Time without heat measuring for the interval, s";"V+ accumulated, m³";"V- accumulated, m³";"M+ accumulated, t";"W accumulated, Gcal/h";"Min volume flow rate, m³/h";"Max volume flow rate, m³/h";"Min weight flow rate, m³/h";"Max weight flow rate, m³/h";"Min temperature 1, °C";"Max temperature 1, °C";"Average temperature 1, °C";"Min temperature 2, °C";"Max temperature 2, °C";"Average temperature 2, °C";"Min pressure, MPa";"Max pressure, MPa";"Average pressure, MPa"
"106";"";"";"Phaterak";"21/01/2021 15:39:30";"0";"2";"0";"195";"195";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"107";"";"";"Phaterak";"21/01/2021 15:39:32";"0";"2";"0";"197";"197";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"108";"";"";"Phaterak";"21/01/2021 15:39:34";"0";"2";"0";"199";"199";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"109";"";"";"Phaterak";"21/01/2021 15:39:36";"0";"2";"0";"201";"201";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"110";"";"";"Phaterak";"21/01/2021 15:39:38";"0";"2";"0";"203";"203";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"111";"";"";"Phaterak";"21/01/2021 15:39:40";"0";"2";"0";"205";"205";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"112";"";"";"Phaterak";"21/01/2021 15:39:42";"0";"2";"0";"207";"207";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"113";"";"";"Phaterak";"21/01/2021 15:39:44";"0";"2";"0";"209";"209";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"114";"";"";"Phaterak";"21/01/2021 15:39:46";"0";"2";"0";"211";"211";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"115";"";"";"Phaterak";"21/01/2021 15:39:48";"0";"2";"0";"213";"213";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"116";"";"";"Phaterak";"21/01/2021 15:39:50";"0";"2";"0";"215";"215";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"117";"";"";"Phaterak";"21/01/2021 15:39:52";"0";"2";"0";"217";"217";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"118";"";"";"Phaterak";"21/01/2021 15:39:54";"0";"2";"0";"219";"219";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"119";"";"";"Phaterak";"21/01/2021 15:39:56";"0";"2";"0";"221";"221";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"120";"";"";"Phaterak";"21/01/2021 15:39:58";"0";"2";"0";"223";"223";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"121";"";"";"Phaterak";"21/01/2021 15:40:00";"0";"2";"0";"225";"225";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"122";"";"";"Phaterak";"21/01/2021 15:40:02";"0";"2";"0";"227";"227";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"123";"";"";"Phaterak";"21/01/2021 15:40:04";"0";"2";"0";"229";"229";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"124";"";"";"Phaterak";"21/01/2021 15:40:06";"0";"2";"0";"231";"231";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"125";"";"";"Phaterak";"21/01/2021 15:40:08";"0";"2";"0";"233";"233";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"126";"";"";"Phaterak";"21/01/2021 15:40:10";"0";"2";"0";"235";"235";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"127";"";"";"Phaterak";"21/01/2021 15:40:12";"0";"2";"0";"237";"237";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"128";"";"";"Phaterak";"21/01/2021 15:40:14";"0";"2";"0";"239";"239";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"129";"";"";"Phaterak";"21/01/2021 15:40:16";"0";"2";"0";"241";"241";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"130";"";"";"Phaterak";"21/01/2021 15:40:18";"0";"2";"0";"243";"243";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"131";"";"";"Phaterak";"21/01/2021 15:40:20";"0";"2";"0";"245";"245";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"132";"";"";"Phaterak";"21/01/2021 15:40:22";"0";"2";"0";"247";"247";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"133";"";"";"Phaterak";"21/01/2021 15:40:24";"0";"2";"0";"249";"249";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"134";"";"";"Phaterak";"21/01/2021 15:40:26";"0";"2";"0";"251";"251";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"135";"";"";"Phaterak";"21/01/2021 15:40:28";"0";"2";"0";"253";"253";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"136";"";"";"Phaterak";"21/01/2021 15:40:30";"0";"2";"0";"255";"255";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"137";"";"";"Phaterak";"21/01/2021 15:40:32";"0";"2";"0";"257";"257";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"138";"";"";"Phaterak";"21/01/2021 15:40:34";"0";"2";"0";"259";"259";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"139";"";"";"Phaterak";"21/01/2021 15:40:36";"0";"2";"0";"261";"261";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"140";"";"";"Phaterak";"21/01/2021 15:40:38";"0";"2";"0";"263";"263";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"141";"";"";"Phaterak";"21/01/2021 15:40:44";"0";"1";"0";"264";"263";"0";"0,000";"0,000";"0,000";"0,000";"1";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"142";"";"";"Phaterak";"21/01/2021 15:40:46";"0";"1";"0";"266";"263";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"143";"";"";"Phaterak";"21/01/2021 15:40:48";"0";"1";"0";"268";"263";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"144";"";"";"Phaterak";"21/01/2021 15:40:50";"0";"2";"0";"270";"270";"0";"0,000";"0,000";"0,000";"0,000";"2";"7";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"145";"";"";"Phaterak";"21/01/2021 15:40:52";"0";"2";"0";"272";"272";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"146";"";"";"Phaterak";"21/01/2021 15:40:54";"0";"2";"0";"274";"274";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"147";"";"";"Phaterak";"21/01/2021 15:40:56";"0";"2";"0";"276";"276";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"148";"";"";"Phaterak";"21/01/2021 15:40:58";"0";"2";"0";"278";"278";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"149";"";"";"Phaterak";"21/01/2021 15:41:00";"0";"2";"0";"280";"280";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"150";"";"";"Phaterak";"21/01/2021 15:41:02";"0";"2";"0";"282";"282";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"151";"";"";"Phaterak";"21/01/2021 15:41:04";"0";"2";"0";"284";"284";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"152";"";"";"Phaterak";"21/01/2021 15:41:06";"0";"2";"0";"286";"286";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"153";"";"";"Phaterak";"21/01/2021 15:41:08";"0";"2";"0";"288";"288";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"154";"";"";"Phaterak";"21/01/2021 15:41:10";"0";"2";"0";"290";"290";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"155";"";"";"Phaterak";"21/01/2021 15:41:12";"0";"2";"0";"292";"292";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"156";"";"";"Phaterak";"21/01/2021 15:41:14";"0";"2";"0";"294";"294";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"157";"";"";"Phaterak";"21/01/2021 15:41:16";"0";"2";"0";"296";"296";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"158";"";"";"Phaterak";"21/01/2021 15:41:18";"0";"2";"0";"298";"298";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"159";"";"";"Phaterak";"21/01/2021 15:41:20";"0";"2";"0";"300";"300";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"160";"";"";"Phaterak";"21/01/2021 15:41:22";"0";"2";"0";"302";"302";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"161";"";"";"Phaterak";"21/01/2021 15:41:24";"0";"2";"0";"304";"304";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"162";"";"";"Phaterak";"21/01/2021 15:41:25";"0";"2";"0";"305";"305";"0";"0,000";"0,000";"0,000";"0,000";"1";"1";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"163";"";"";"Phaterak";"21/01/2021 15:41:30";"0";"1";"0";"306";"305";"0";"0,000";"0,000";"0,000";"0,000";"1";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"164";"";"";"Phaterak";"21/01/2021 15:41:32";"0";"1";"0";"308";"305";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"165";"";"";"Phaterak";"21/01/2021 15:41:34";"0";"1";"0";"310";"305";"0";"0,000";"0,000";"0,000";"0,000";"2";"0";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"166";"";"";"Phaterak";"21/01/2021 15:41:36";"0";"2";"0";"312";"312";"0";"0,000";"0,000";"0,000";"0,000";"2";"7";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"167";"";"";"Phaterak";"21/01/2021 15:41:38";"0";"2";"0";"314";"314";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"168";"";"";"Phaterak";"21/01/2021 15:41:40";"0";"2";"0";"316";"316";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"169";"";"";"Phaterak";"21/01/2021 15:41:42";"0";"2";"0";"318";"318";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"170";"";"";"Phaterak";"21/01/2021 15:41:44";"0";"2";"0";"320";"320";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"171";"";"";"Phaterak";"21/01/2021 15:41:46";"0";"2";"0";"322";"322";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"172";"";"";"Phaterak";"21/01/2021 15:41:48";"0";"2";"0";"324";"324";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"173";"";"";"Phaterak";"21/01/2021 15:41:50";"0";"2";"0";"326";"326";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"174";"";"";"Phaterak";"21/01/2021 15:41:52";"0";"2";"0";"328";"328";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"175";"";"";"Phaterak";"21/01/2021 15:41:54";"0";"2";"0";"330";"330";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"176";"";"";"Phaterak";"21/01/2021 15:41:56";"0";"2";"0";"332";"332";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"177";"";"";"Phaterak";"21/01/2021 15:41:58";"0";"2";"0";"334";"334";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"178";"";"";"Phaterak";"21/01/2021 15:42:00";"0";"2";"0";"336";"336";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"179";"";"";"Phaterak";"21/01/2021 15:42:02";"0";"2";"0";"338";"338";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"180";"";"";"Phaterak";"21/01/2021 15:42:04";"0";"2";"0";"340";"340";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"181";"";"";"Phaterak";"21/01/2021 15:42:06";"0";"2";"0";"342";"342";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"182";"";"";"Phaterak";"21/01/2021 15:42:08";"0";"2";"0";"344";"344";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"183";"";"";"Phaterak";"21/01/2021 15:42:10";"0";"2";"0";"346";"346";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"184";"";"";"Phaterak";"21/01/2021 15:42:12";"0";"2";"0";"348";"348";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"185";"";"";"Phaterak";"21/01/2021 15:42:14";"0";"2";"0";"350";"350";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"186";"";"";"Phaterak";"21/01/2021 15:42:16";"0";"2";"0";"352";"352";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"187";"";"";"Phaterak";"21/01/2021 15:42:18";"0";"2";"0";"354";"354";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"188";"";"";"Phaterak";"21/01/2021 15:42:20";"0";"2";"0";"356";"356";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
"189";"";"";"Phaterak";"21/01/2021 15:42:22";"0";"2";"0";"358";"358";"0";"0,000";"0,000";"0,000";"0,000";"2";"2";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,201";"0,201";"0,201"
