,When,T_a,RH,v_a,p_a
4135,2021-01-26 01:45:00,-13.27,42.52,3.011,620.095
4136,2021-01-26 02:00:00,-13.44,43.15,3.211,620.12
4137,2021-01-26 02:15:00,-13.5,42.22,2.68,620.058
4138,2021-01-26 02:30:00,-13.53,42.49,2.981,619.997
4139,2021-01-26 02:45:00,-13.63,40.69,3.444,619.935
4140,2021-01-26 03:00:00,-13.47,41.53,2.617,619.874
4141,2021-01-26 03:15:00,-13.77,44.39,2.696,619.853
4142,2021-01-26 03:30:00,-14.1,45.74,3.124,619.832
4143,2021-01-26 03:45:00,-14.23,44.67,3.208,619.811
4144,2021-01-26 04:00:00,-14.19,43.43,2.875,619.79
4145,2021-01-26 04:15:00,-14.32,44.52,2.881,619.787
4146,2021-01-26 04:30:00,-14.32,45.75,2.719,619.784
4147,2021-01-26 04:45:00,-14.51,44.7,2.988,619.781
4148,2021-01-26 05:00:00,-14.55,44.2,3.028,619.778
4149,2021-01-26 05:15:00,-14.61,47.53,2.744,619.798
4150,2021-01-26 05:30:00,-14.74,46.68,3.066,619.817
4151,2021-01-26 05:45:00,-14.98,45.63,3.614,619.837
4152,2021-01-26 06:00:00,-14.83,44.97,3.001,619.857
4153,2021-01-26 06:15:00,-14.83,47.28,2.562,619.909
4154,2021-01-26 06:30:00,-15.25,47.32,3.664,619.961
4155,2021-01-26 06:45:00,-15.34,45.69,3.779,620.013
4156,2021-01-26 07:00:00,-15.27,44.86,3.347,620.065
4157,2021-01-26 07:15:00,-15.25,45.8,3.277,620.115
4158,2021-01-26 07:30:00,-15.34,44.69,3.261,620.165
4159,2021-01-26 07:45:00,-15.43,45.5,3.844,620.215
4160,2021-01-26 08:00:00,-15.6,45.67,4.18,620.264
4161,2021-01-26 08:15:00,-15.52,43.66,3.784,620.346
4162,2021-01-26 08:30:00,-15.15,43.1,2.928,620.428
4163,2021-01-26 08:45:00,-14.13,48.44,0.76,620.51
4164,2021-01-26 09:00:00,-13.99,52.14,1.319,620.592
4165,2021-01-26 09:15:00,-13.8,49.9,0.555,620.653
4166,2021-01-26 09:30:00,-13.42,51.58,1.306,620.715
4167,2021-01-26 09:45:00,-13.63,51.71,1.993,620.776
4168,2021-01-26 10:00:00,-13.49,51.61,1.575,620.838
4169,2021-01-26 10:15:00,-13.19,53.58,1.664,620.835
4170,2021-01-26 10:30:00,-12.91,54.95,1.804,620.833
4171,2021-01-26 10:45:00,-12.7,55.64,1.839,620.83
4172,2021-01-26 11:00:00,-12.23,53.23,1.541,620.827
4173,2021-01-26 11:15:00,-12.03,52.76,1.849,620.702
4174,2021-01-26 11:30:00,-11.77,53.96,1.69,620.577
4175,2021-01-26 11:45:00,-11.47,53.72,1.865,620.451
4176,2021-01-26 12:00:00,-11.19,53.22,2.086,620.326
4177,2021-01-26 12:15:00,-11.06,50.36,2.427,620.14
4178,2021-01-26 12:30:00,-10.91,51.25,1.958,619.954
4179,2021-01-26 12:45:00,-10.23,47.83,1.836,619.767
4180,2021-01-26 13:00:00,-10.2,45.38,2.344,619.581
4181,2021-01-26 13:15:00,-10.05,46.09,2.41,619.437
4182,2021-01-26 13:30:00,-9.48,43.05,1.793,619.293
4183,2021-01-26 13:45:00,-8.89,41.21,2.385,619.148
4184,2021-01-26 14:00:00,-9.05,41.45,2.307,619.004
4185,2021-01-26 14:15:00,-8.7,40.79,2.332,618.931
4186,2021-01-26 14:30:00,-8.54,37.24,2.682,618.858
4187,2021-01-26 14:45:00,-8.22,36.8,2.197,618.785
4188,2021-01-26 15:00:00,-8.1,36.48,1.825,618.712
4189,2021-01-26 15:15:00,-7.767,32.66,2.421,618.66
4190,2021-01-26 15:30:00,-7.672,32.0,2.195,618.609
4191,2021-01-26 15:45:00,-7.227,33.55,1.62,618.558
4192,2021-01-26 16:00:00,-7.527,31.34,2.221,618.507
4193,2021-01-26 16:15:00,-7.556,27.24,2.537,618.491
4194,2021-01-26 16:30:00,-7.853,28.95,3.258,618.476
4195,2021-01-26 16:45:00,-7.849,27.77,1.826,618.46
4196,2021-01-26 17:00:00,-8.08,28.91,1.536,618.444
4197,2021-01-26 17:15:00,-8.1,30.98,1.809,618.448
4198,2021-01-26 17:30:00,-8.28,30.96,1.425,618.452
4199,2021-01-26 17:45:00,-8.65,31.81,1.142,618.456
4200,2021-01-26 18:00:00,-9.13,35.12,0.223,618.46
4201,2021-01-26 18:15:00,-9.43,34.2,0.423,618.55
4202,2021-01-26 18:30:00,-9.47,31.13,0.61,618.639
4203,2021-01-26 18:45:00,-9.21,27.53,1.882,618.728
4204,2021-01-26 19:00:00,-9.34,33.38,1.362,618.817
4205,2021-01-26 19:15:00,-9.68,28.52,1.754,618.87
4206,2021-01-26 19:30:00,-9.82,28.63,3.699,618.923
4207,2021-01-26 19:45:00,-10.03,28.47,3.791,618.976
4208,2021-01-26 20:00:00,-10.16,28.51,3.35,619.029
4209,2021-01-26 20:15:00,-9.99,26.9,2.997,619.066
4210,2021-01-26 20:30:00,-10.22,26.31,3.446,619.103
4211,2021-01-26 20:45:00,-10.3,27.94,2.958,619.14
4212,2021-01-26 21:00:00,-10.5,27.79,3.016,619.177
4213,2021-01-26 21:15:00,-10.66,27.56,2.998,619.194
4214,2021-01-26 21:30:00,-10.79,25.66,3.668,619.211
4215,2021-01-26 21:45:00,-10.92,24.85,3.841,619.227
4216,2021-01-26 22:00:00,-10.97,25.45,4.085,619.244
4217,2021-01-26 22:15:00,-11.02,26.27,4.088,619.282
4218,2021-01-26 22:30:00,-11.1,27.26,3.785,619.321
4219,2021-01-26 22:45:00,-11.5,28.96,4.447,619.359
4220,2021-01-26 23:00:00,-11.69,28.69,3.76,619.398
4221,2021-01-26 23:15:00,-11.68,29.04,4.61,619.418
4222,2021-01-26 23:30:00,-11.81,29.38,3.822,619.439
4223,2021-01-26 23:45:00,-12.03,30.43,4.109,619.459
4224,2021-01-27 00:00:00,-12.16,31.82,3.62,619.48
4225,2021-01-27 00:15:00,-12.3,33.63,3.096,619.459
4226,2021-01-27 00:30:00,-12.3,33.75,3.635,619.439
4227,2021-01-27 00:45:00,-12.19,34.32,4.432,619.419
4228,2021-01-27 01:00:00,-12.18,33.91,3.716,619.398
4229,2021-01-27 01:15:00,-12.29,34.97,3.455,619.42
4230,2021-01-27 01:30:00,-12.3,35.65,3.075,619.442
4231,2021-01-27 01:45:00,-12.41,35.81,3.091,619.464
4232,2021-01-27 02:00:00,-12.4,35.24,3.249,619.485
4233,2021-01-27 02:15:00,-12.53,34.3,3.558,619.465
4234,2021-01-27 02:30:00,-12.38,33.63,3.848,619.444
4235,2021-01-27 02:45:00,-12.64,34.11,2.627,619.423
4236,2021-01-27 03:00:00,-12.65,32.55,2.973,619.402
4237,2021-01-27 03:15:00,-12.75,31.82,2.845,619.364
4238,2021-01-27 03:30:00,-12.78,33.28,3.386,619.326
4239,2021-01-27 03:45:00,-12.86,30.58,2.87,619.288
4240,2021-01-27 04:00:00,-12.94,31.62,2.888,619.25
4241,2021-01-27 04:15:00,-13.13,32.04,2.772,619.233
4242,2021-01-27 04:30:00,-13.06,30.0,2.88,619.217
4243,2021-01-27 04:45:00,-13.07,32.4,2.026,619.2
4244,2021-01-27 05:00:00,-13.38,34.86,1.375,619.183
4245,2021-01-27 05:15:00,-13.82,35.9,0.27,619.251
4246,2021-01-27 05:30:00,-13.77,35.52,1.315,619.32
4247,2021-01-27 05:45:00,-13.49,32.88,2.044,619.388
4248,2021-01-27 06:00:00,-13.62,34.84,2.198,619.456
4249,2021-01-27 06:15:00,-13.6,34.22,2.282,619.569
4250,2021-01-27 06:30:00,-13.86,34.19,2.917,619.682
4251,2021-01-27 06:45:00,-13.72,34.17,2.256,619.796
4252,2021-01-27 07:00:00,-13.88,37.51,1.141,619.909
4253,2021-01-27 07:15:00,-14.22,37.23,0.993,619.984
4254,2021-01-27 07:30:00,-14.16,37.62,2.171,620.059
4255,2021-01-27 07:45:00,-14.21,38.18,2.472,620.133
4256,2021-01-27 08:00:00,-14.34,41.47,1.3,620.208
4257,2021-01-27 08:15:00,-15.02,42.83,0.17,620.287
4258,2021-01-27 08:30:00,-14.36,37.57,0.109,620.366
4259,2021-01-27 08:45:00,-13.17,36.15,0.163,620.445
4260,2021-01-27 09:00:00,-12.44,38.52,0.433,620.524
4261,2021-01-27 09:15:00,-12.71,40.65,1.198,620.65
4262,2021-01-27 09:30:00,-12.89,38.86,1.417,620.776
4263,2021-01-27 09:45:00,-12.48,39.85,1.257,620.902
4264,2021-01-27 10:00:00,-12.36,39.73,1.854,621.028
4265,2021-01-27 10:15:00,-12.27,40.36,1.584,621.042
4266,2021-01-27 10:30:00,-11.92,41.19,1.444,621.055
4267,2021-01-27 10:45:00,-11.46,40.91,1.063,621.069
4268,2021-01-27 11:00:00,-11.44,42.86,1.981,621.083
4269,2021-01-27 11:15:00,-11.03,40.88,1.299,620.992
4270,2021-01-27 11:30:00,-10.09,40.08,1.462,620.902
4271,2021-01-27 11:45:00,-10.56,41.35,1.846,620.811
4272,2021-01-27 12:00:00,-10.16,41.17,2.24,620.721
4273,2021-01-27 12:15:00,-10.07,39.19,1.857,620.554
4274,2021-01-27 12:30:00,-9.64,39.88,2.437,620.388
4275,2021-01-27 12:45:00,-9.48,37.51,2.303,620.222
4276,2021-01-27 13:00:00,-9.1,37.06,2.264,620.055
4277,2021-01-27 13:15:00,-8.92,36.17,1.947,619.953
4278,2021-01-27 13:30:00,-8.7,35.25,2.051,619.85
4279,2021-01-27 13:45:00,-8.02,35.42,1.507,619.748
4280,2021-01-27 14:00:00,-7.714,33.84,2.233,619.645
4281,2021-01-27 14:15:00,-7.77,32.57,3.216,619.569
4282,2021-01-27 14:30:00,-7.579,30.22,2.403,619.494
4283,2021-01-27 14:45:00,-7.295,28.38,2.788,619.418
4284,2021-01-27 15:00:00,-6.723,24.19,2.757,619.343
4285,2021-01-27 15:15:00,-7.218,23.13,2.808,619.291
4286,2021-01-27 15:30:00,-7.235,21.85,2.627,619.239
4287,2021-01-27 15:45:00,-6.626,19.54,2.176,619.187
4288,2021-01-27 16:00:00,-6.204,20.78,1.44,619.136
4289,2021-01-27 16:15:00,-6.748,20.55,2.149,619.092
4290,2021-01-27 16:30:00,-6.694,19.71,1.779,619.048
4291,2021-01-27 16:45:00,-6.812,19.49,1.219,619.005
4292,2021-01-27 17:00:00,-7.36,19.13,2.286,618.961
4293,2021-01-27 17:15:00,-7.536,19.7,1.62,618.997
4294,2021-01-27 17:30:00,-7.653,19.88,1.639,619.032
4295,2021-01-27 17:45:00,-7.923,21.12,1.114,619.068
4296,2021-01-27 18:00:00,-8.12,20.45,0.825,619.104
4297,2021-01-27 18:15:00,-8.41,23.16,0.766,619.193
4298,2021-01-27 18:30:00,-8.89,22.78,3.456,619.282
4299,2021-01-27 18:45:00,-9.06,22.09,3.131,619.372
4300,2021-01-27 19:00:00,-9.36,22.77,4.021,619.461
4301,2021-01-27 19:15:00,-9.39,21.0,3.292,619.482
4302,2021-01-27 19:30:00,-9.34,21.52,3.424,619.504
4303,2021-01-27 19:45:00,-9.4,19.77,3.17,619.525
4304,2021-01-27 20:00:00,-9.57,18.58,2.933,619.546
4305,2021-01-27 20:15:00,-9.73,18.93,2.73,619.618
4306,2021-01-27 20:30:00,-9.73,18.46,2.731,619.69
4307,2021-01-27 20:45:00,-9.71,18.76,3.119,619.762
4308,2021-01-27 21:00:00,-9.96,18.02,3.13,619.834
4309,2021-01-27 21:15:00,-10.11,18.67,3.761,619.853
4310,2021-01-27 21:30:00,-10.47,19.74,3.432,619.873
4311,2021-01-27 21:45:00,-10.75,21.14,3.788,619.892
4312,2021-01-27 22:00:00,-10.74,22.43,3.845,619.911
4313,2021-01-27 22:15:00,-10.74,22.04,4.085,619.951
4314,2021-01-27 22:30:00,-10.86,22.91,3.289,619.99
4315,2021-01-27 22:45:00,-10.89,23.51,3.255,620.029
4316,2021-01-27 23:00:00,-11.15,26.12,3.137,620.069
4317,2021-01-27 23:15:00,-11.24,25.48,2.861,620.06
4318,2021-01-27 23:30:00,-11.31,25.5,3.293,620.052
4319,2021-01-27 23:45:00,-11.45,26.29,3.793,620.044
4320,2021-01-28 00:00:00,-11.55,25.91,3.283,620.036
4321,2021-01-28 00:15:00,-11.41,25.86,3.297,620.042
4322,2021-01-28 00:30:00,-11.53,27.04,3.133,620.049
4323,2021-01-28 00:45:00,-11.85,27.02,3.463,620.055
4324,2021-01-28 01:00:00,-11.91,28.41,2.744,620.062
4325,2021-01-28 01:15:00,-11.85,27.79,2.497,620.034
4326,2021-01-28 01:30:00,-11.83,27.91,2.697,620.006
4327,2021-01-28 01:45:00,-11.85,28.6,2.621,619.978
4328,2021-01-28 02:00:00,-12.01,29.12,3.336,619.95
4329,2021-01-28 02:15:00,-12.08,27.93,3.045,619.915
4330,2021-01-28 02:30:00,-12.12,28.9,3.228,619.879
4331,2021-01-28 02:45:00,-12.32,31.43,3.25,619.844
4332,2021-01-28 03:00:00,-12.64,32.08,3.88,619.808
4333,2021-01-28 03:15:00,-12.51,29.76,3.175,619.737
4334,2021-01-28 03:30:00,-12.32,30.2,2.429,619.666
4335,2021-01-28 03:45:00,-12.48,31.2,2.424,619.595
4336,2021-01-28 04:00:00,-12.65,31.67,2.518,619.524
4337,2021-01-28 04:15:00,-12.87,31.42,3.171,619.483
4338,2021-01-28 04:30:00,-12.84,31.25,3.123,619.443
4339,2021-01-28 04:45:00,-12.93,31.77,2.966,619.403
4340,2021-01-28 05:00:00,-12.97,32.28,1.82,619.362
4341,2021-01-28 05:15:00,-13.04,32.16,2.143,619.374
4342,2021-01-28 05:30:00,-13.16,33.11,2.056,619.385
4343,2021-01-28 05:45:00,-13.21,32.7,1.914,619.396
4344,2021-01-28 06:00:00,-13.36,33.59,2.005,619.407
4345,2021-01-28 06:15:00,-13.38,32.78,2.414,619.498
4346,2021-01-28 06:30:00,-13.41,35.42,0.998,619.588
4347,2021-01-28 06:45:00,-13.74,35.84,0.486,619.679
4348,2021-01-28 07:00:00,-13.9,37.35,0.471,619.769
4349,2021-01-28 07:15:00,-14.15,38.84,0.349,619.858
4350,2021-01-28 07:30:00,-14.06,35.29,2.531,619.947
4351,2021-01-28 07:45:00,-13.93,35.8,1.573,620.037
4352,2021-01-28 08:00:00,-14.22,38.81,0.286,620.126
4353,2021-01-28 08:15:00,-14.46,40.97,0.356,620.206
4354,2021-01-28 08:30:00,-13.72,36.31,0.186,620.287
4355,2021-01-28 08:45:00,-12.15,36.53,0.259,620.367
4356,2021-01-28 09:00:00,-12.83,39.66,0.847,620.448
4357,2021-01-28 09:15:00,-12.5,37.55,0.594,620.537
4358,2021-01-28 09:30:00,-12.19,38.34,0.387,620.627
4359,2021-01-28 09:45:00,-11.95,37.46,1.201,620.716
4360,2021-01-28 10:00:00,-11.79,36.49,0.644,620.806
4361,2021-01-28 10:15:00,-11.57,37.7,1.549,620.832
4362,2021-01-28 10:30:00,-11.82,38.74,1.795,620.857
4363,2021-01-28 10:45:00,-11.32,39.21,2.375,620.883
4364,2021-01-28 11:00:00,-11.41,39.71,1.894,620.909
4365,2021-01-28 11:15:00,-11.09,38.65,2.38,620.871
4366,2021-01-28 11:30:00,-10.79,38.36,2.18,620.833
4367,2021-01-28 11:45:00,-10.68,37.29,2.298,620.795
4368,2021-01-28 12:00:00,-10.19,34.94,1.456,620.757
4369,2021-01-28 12:15:00,-9.91,36.0,2.234,620.598
4370,2021-01-28 12:30:00,-9.65,34.45,2.606,620.439
4371,2021-01-28 12:45:00,-9.36,34.15,1.506,620.28
4372,2021-01-28 13:00:00,-8.99,32.94,2.694,620.121
4373,2021-01-28 13:15:00,-8.86,31.89,2.668,619.967
4374,2021-01-28 13:30:00,-8.62,32.88,2.672,619.814
4375,2021-01-28 13:45:00,-8.59,30.0,2.125,619.66
4376,2021-01-28 14:00:00,-8.52,29.09,3.34,619.507
4377,2021-01-28 14:15:00,-8.22,25.93,3.524,619.397
4378,2021-01-28 14:30:00,-8.02,25.62,4.572,619.288
4379,2021-01-28 14:45:00,-8.2,23.52,4.036,619.178
4380,2021-01-28 15:00:00,-7.985,21.12,3.925,619.069
4381,2021-01-28 15:15:00,-7.856,21.25,2.05,618.921
4382,2021-01-28 15:30:00,-7.728,20.97,3.542,618.774
4383,2021-01-28 15:45:00,-7.843,22.79,4.418,618.626
4384,2021-01-28 16:00:00,-8.08,23.16,4.235,618.478
4385,2021-01-28 16:15:00,-8.39,23.73,4.645,618.531
4386,2021-01-28 16:30:00,-8.43,23.39,4.513,618.584
4387,2021-01-28 16:45:00,-8.52,23.08,3.55,618.638
4388,2021-01-28 17:00:00,-8.68,23.35,3.184,618.691
4389,2021-01-28 17:15:00,-8.88,23.75,2.991,618.741
4390,2021-01-28 17:30:00,-8.93,23.89,2.61,618.791
4391,2021-01-28 17:45:00,-9.05,24.62,1.994,618.841
4392,2021-01-28 18:00:00,-9.28,29.08,0.339,618.891
4393,2021-01-28 18:15:00,-9.55,27.6,0.149,618.955
4394,2021-01-28 18:30:00,-9.72,26.49,0.254,619.018
4395,2021-01-28 18:45:00,-9.67,27.8,2.371,619.082
4396,2021-01-28 19:00:00,-9.76,28.7,2.302,619.146
4397,2021-01-28 19:15:00,-10.2,28.86,2.829,619.178
4398,2021-01-28 19:30:00,-10.06,28.71,2.508,619.211
4399,2021-01-28 19:45:00,-10.35,29.67,2.849,619.244
4400,2021-01-28 20:00:00,-10.4,29.77,2.616,619.276
4401,2021-01-28 20:15:00,-10.63,30.93,3.456,619.251
4402,2021-01-28 20:30:00,-10.69,30.38,3.859,619.226
4403,2021-01-28 20:45:00,-10.73,29.86,3.253,619.2
4404,2021-01-28 21:00:00,-10.69,29.54,4.167,619.175
4405,2021-01-28 21:15:00,-10.55,29.08,2.428,619.149
4406,2021-01-28 21:30:00,-10.52,29.07,2.338,619.123
4407,2021-01-28 21:45:00,-10.55,29.17,2.401,619.098
4408,2021-01-28 22:00:00,-10.64,29.64,2.047,619.072
4409,2021-01-28 22:15:00,-10.73,29.12,2.842,619.103
4410,2021-01-28 22:30:00,-10.67,31.63,2.459,619.134
4411,2021-01-28 22:45:00,-10.6,31.64,1.57,619.165
4412,2021-01-28 23:00:00,-10.56,31.64,1.29,619.196
4413,2021-01-28 23:15:00,-10.47,30.21,0.337,619.198
4414,2021-01-28 23:30:00,-10.62,33.47,0.18,619.2
4415,2021-01-28 23:45:00,-10.73,33.7,1.115,619.202
4416,2021-01-29 00:00:00,-10.84,32.2,1.249,619.204
4417,2021-01-29 00:15:00,-10.68,39.99,1.375,619.171
4418,2021-01-29 00:30:00,-10.73,41.82,2.413,619.138
4419,2021-01-29 00:45:00,-10.83,37.53,1.242,619.105
4420,2021-01-29 01:00:00,-11.27,36.48,1.429,619.072
4421,2021-01-29 01:15:00,-11.47,51.0,1.344,619.065
4422,2021-01-29 01:30:00,-11.62,56.12,2.655,619.057
4423,2021-01-29 01:45:00,-11.69,59.61,1.426,619.049
4424,2021-01-29 02:00:00,-11.84,59.06,1.998,619.042
4425,2021-01-29 02:15:00,-11.67,57.08,2.048,619.0
4426,2021-01-29 02:30:00,-11.71,54.64,1.559,618.959
4427,2021-01-29 02:45:00,-11.74,55.1,1.079,618.918
4428,2021-01-29 03:00:00,-11.79,54.99,1.704,618.876
4429,2021-01-29 03:15:00,-11.79,56.7,2.527,618.796
4430,2021-01-29 03:30:00,-11.92,55.47,2.333,618.715
4431,2021-01-29 03:45:00,-11.95,54.16,2.647,618.635
4432,2021-01-29 04:00:00,-11.94,52.4,2.299,618.554
4433,2021-01-29 04:15:00,-12.08,51.54,1.534,618.515
4434,2021-01-29 04:30:00,-12.36,52.42,2.135,618.476
4435,2021-01-29 04:45:00,-12.5,48.85,2.674,618.437
4436,2021-01-29 05:00:00,-12.68,49.15,2.966,618.398
4437,2021-01-29 05:15:00,-12.8,49.28,3.488,618.388
4438,2021-01-29 05:30:00,-12.91,48.98,3.598,618.377
4439,2021-01-29 05:45:00,-12.84,48.04,3.393,618.366
4440,2021-01-29 06:00:00,-12.87,46.85,2.923,618.356
4441,2021-01-29 06:15:00,-12.92,47.22,2.687,618.435
4442,2021-01-29 06:30:00,-12.71,47.52,2.414,618.514
4443,2021-01-29 06:45:00,-13.02,49.22,2.875,618.593
4444,2021-01-29 07:00:00,-13.22,49.49,3.093,618.672
4445,2021-01-29 07:15:00,-13.33,48.25,2.732,618.755
4446,2021-01-29 07:30:00,-13.36,48.94,2.363,618.837
4447,2021-01-29 07:45:00,-13.28,46.56,3.118,618.92
4448,2021-01-29 08:00:00,-13.03,46.71,2.574,619.002
4449,2021-01-29 08:15:00,-13.02,50.35,2.176,619.108
4450,2021-01-29 08:30:00,-13.13,48.72,2.96,619.214
4451,2021-01-29 08:45:00,-12.66,49.13,1.994,619.32
4452,2021-01-29 09:00:00,-11.74,47.72,0.809,619.427
4453,2021-01-29 09:15:00,-11.57,45.18,0.892,619.535
4454,2021-01-29 09:30:00,-11.34,44.25,1.497,619.643
4455,2021-01-29 09:45:00,-10.84,42.91,0.928,619.751
4456,2021-01-29 10:00:00,-10.9,43.41,2.307,619.859
4457,2021-01-29 10:15:00,-10.67,44.7,2.485,619.901
4458,2021-01-29 10:30:00,-11.25,44.18,2.3,619.944
4459,2021-01-29 10:45:00,-10.76,42.33,2.803,619.987
4460,2021-01-29 11:00:00,-10.7,41.78,2.226,620.029
4461,2021-01-29 11:15:00,-10.49,40.94,2.027,619.93
4462,2021-01-29 11:30:00,-10.02,37.27,2.191,619.831
4463,2021-01-29 11:45:00,-8.98,33.57,1.912,619.732
4464,2021-01-29 12:00:00,-9.43,31.76,3.091,619.633
4465,2021-01-29 12:15:00,-9.54,30.57,2.689,619.504
4466,2021-01-29 12:30:00,-9.57,33.18,2.489,619.374
4467,2021-01-29 12:45:00,-9.71,30.71,2.41,619.245
4468,2021-01-29 13:00:00,-9.49,25.68,3.349,619.115
4469,2021-01-29 13:15:00,-9.58,26.34,3.226,619.059
4470,2021-01-29 13:30:00,-9.71,25.28,2.894,619.003
4471,2021-01-29 13:45:00,-9.66,25.04,2.292,618.947
4472,2021-01-29 14:00:00,-9.28,22.72,2.883,618.891
4473,2021-01-29 14:15:00,-9.45,21.52,3.03,618.843
4474,2021-01-29 14:30:00,-9.03,21.04,3.916,618.794
4475,2021-01-29 14:45:00,-8.73,20.7,3.14,618.745
4476,2021-01-29 15:00:00,-9.05,21.19,4.009,618.697
4477,2021-01-29 15:15:00,-8.92,21.41,3.708,618.677
4478,2021-01-29 15:30:00,-8.94,22.69,4.252,618.658
4479,2021-01-29 15:45:00,-8.83,22.1,4.584,618.638
4480,2021-01-29 16:00:00,-8.9,23.05,4.781,618.619
4481,2021-01-29 16:15:00,-8.8,22.34,4.386,618.609
4482,2021-01-29 16:30:00,-9.08,24.08,4.333,618.599
4483,2021-01-29 16:45:00,-9.22,24.02,3.363,618.59
4484,2021-01-29 17:00:00,-9.46,25.09,4.484,618.58
4485,2021-01-29 17:15:00,-9.32,25.11,3.23,618.636
4486,2021-01-29 17:30:00,-9.49,26.05,4.001,618.692
4487,2021-01-29 17:45:00,-9.74,26.72,4.412,618.748
4488,2021-01-29 18:00:00,-9.88,27.27,4.074,618.804
4489,2021-01-29 18:15:00,-10.01,27.62,3.235,618.912
4490,2021-01-29 18:30:00,-10.1,28.36,2.287,619.02
4491,2021-01-29 18:45:00,-10.35,31.88,0.811,619.128
4492,2021-01-29 19:00:00,-10.75,32.03,0.339,619.236
4493,2021-01-29 19:15:00,-10.81,29.91,2.322,619.319
4494,2021-01-29 19:30:00,-11.2,30.49,4.705,619.403
4495,2021-01-29 19:45:00,-11.43,29.59,4.532,619.487
4496,2021-01-29 20:00:00,-11.59,29.78,5.052,619.571
4497,2021-01-29 20:15:00,-11.7,30.76,4.974,619.713
4498,2021-01-29 20:30:00,-11.83,30.85,4.636,619.855
4499,2021-01-29 20:45:00,-12.07,31.8,5.264,619.997
4500,2021-01-29 21:00:00,-12.08,31.67,3.879,620.138
4501,2021-01-29 21:15:00,-12.27,31.53,5.347,620.208
4502,2021-01-29 21:30:00,-12.25,31.65,3.657,620.278
4503,2021-01-29 21:45:00,-12.32,31.19,4.395,620.347
4504,2021-01-29 22:00:00,-12.49,30.67,5.118,620.417
4505,2021-01-29 22:15:00,-12.69,31.0,5.202,620.476
4506,2021-01-29 22:30:00,-12.77,31.21,3.873,620.535
4507,2021-01-29 22:45:00,-12.86,30.39,4.061,620.594
4508,2021-01-29 23:00:00,-12.96,29.48,4.045,620.652
4509,2021-01-29 23:15:00,-13.0,29.36,4.219,620.692
4510,2021-01-29 23:30:00,-13.13,28.39,4.864,620.732
4511,2021-01-29 23:45:00,-13.27,26.74,4.66,620.772
4512,2021-01-30 00:00:00,-13.29,27.06,4.742,620.812
4513,2021-01-30 00:15:00,-13.28,27.52,3.565,620.838
4514,2021-01-30 00:30:00,-13.25,27.97,2.852,620.864
4515,2021-01-30 00:45:00,-13.15,28.29,2.765,620.891
4516,2021-01-30 01:00:00,-13.3,27.56,3.056,620.918
4517,2021-01-30 01:15:00,-13.62,28.66,3.329,620.944
4518,2021-01-30 01:30:00,-13.85,30.25,4.085,620.971
4519,2021-01-30 01:45:00,-13.87,29.91,4.505,620.998
4520,2021-01-30 02:00:00,-13.87,30.24,3.395,621.025
4521,2021-01-30 02:15:00,-13.79,32.17,2.707,621.019
4522,2021-01-30 02:30:00,-13.78,32.66,2.574,621.013
4523,2021-01-30 02:45:00,-14.02,33.2,3.065,621.008
4524,2021-01-30 03:00:00,-14.15,34.17,3.473,621.002
4525,2021-01-30 03:15:00,-14.34,34.94,3.803,620.991
4526,2021-01-30 03:30:00,-14.32,35.95,3.711,620.98
4527,2021-01-30 03:45:00,-14.43,37.82,2.701,620.969
4528,2021-01-30 04:00:00,-14.54,37.78,2.377,620.958
4529,2021-01-30 04:15:00,-14.48,38.12,2.437,620.953
4530,2021-01-30 04:30:00,-14.61,38.25,2.932,620.949
4531,2021-01-30 04:45:00,-14.74,38.82,3.583,620.944
4532,2021-01-30 05:00:00,-14.77,39.16,3.42,620.939
4533,2021-01-30 05:15:00,-14.8,39.55,2.962,620.976
4534,2021-01-30 05:30:00,-14.54,38.59,2.927,621.012
4535,2021-01-30 05:45:00,-14.63,38.81,3.224,621.049
4536,2021-01-30 06:00:00,-14.89,39.99,3.282,621.086
4537,2021-01-30 06:15:00,-15.06,40.37,2.933,621.146
4538,2021-01-30 06:30:00,-15.12,40.36,3.128,621.207
4539,2021-01-30 06:45:00,-15.14,40.7,3.316,621.267
4540,2021-01-30 07:00:00,-15.01,41.37,3.768,621.327
4541,2021-01-30 07:15:00,-14.96,40.16,3.585,621.564
4542,2021-01-30 07:30:00,-14.88,40.81,2.921,621.801
4543,2021-01-30 07:45:00,-15.12,42.17,1.954,622.038
4544,2021-01-30 08:00:00,-15.25,41.23,2.615,622.275
4545,2021-01-30 08:15:00,-15.13,40.79,2.25,622.375
4546,2021-01-30 08:30:00,-14.78,40.93,2.923,622.474
4547,2021-01-30 08:45:00,-14.45,40.51,2.269,622.574
4548,2021-01-30 09:00:00,-13.6,38.51,0.779,622.674
4549,2021-01-30 09:15:00,-12.62,37.62,0.698,622.705
4550,2021-01-30 09:30:00,-12.94,38.53,2.1,622.736
4551,2021-01-30 09:45:00,-13.09,38.79,2.09,622.768
4552,2021-01-30 10:00:00,-12.91,38.36,1.638,622.799
4553,2021-01-30 10:15:00,-12.36,37.73,1.688,622.735
4554,2021-01-30 10:30:00,-12.41,37.18,2.096,622.67
4555,2021-01-30 10:45:00,-12.28,36.44,2.107,622.605
4556,2021-01-30 11:00:00,-11.76,36.04,1.765,622.54
4557,2021-01-30 11:15:00,-11.34,35.46,2.075,622.394
